塑胶玩具	114927	
遗芬余荣	1	
设计软件	1476854	
思想动态	194448	
朱漆	137707	
以优质	42829	
书殿	449188	
是一座	78591	
失恋	5617823	
视死如归	1	
三建	94516	
少了点	824710	
事无大小	1	
俗语	1295749	
事务部	375298	
事预则立	1	
色系	1565362	
神州数码	1004586	
笋子	47455	
视民如子	1	
社会公众	1146914	
数据处理	1408890	
是说	9591853	
事务	16402126	
嗓子疼	45685	
三废	247622	
善男信女	272811	
失态	1584446	
十分钟	4055414	
三重底	64052	
势利	627252	
事势	44461	
色粉	127764	
霎时	2274839	
升起	6913516	
莎草	62998	
势能	247778	
信息查询	3853399	
说了句	1723312	
世纪	33043685	
台达	381141	
赛鸽	504241	
赊购	35888	
师表	575370	
塞勒斯	67457	
双高	254663	
水寨	227408	
水价	923402	
赊账	83023	
税法	2479497	
三座	893434	
三度	886577	
世界冠军	1473324	
豕突狼奔	1	
史诗	1994883	
上多	1035421	
首身分离	1	
史话	396811	
上外	382647	
三户亡秦	1	
杀敌	1284038	
塞北	411351	
三国战纪	86681	
所限	682531	
髓质	61087	
四十二年	87131	
生堂	163225	
桑德斯	244998	
莎莉	405153	
丝状	213653	
上访者	74508	
莎莎	816469	
商贸有限公司	3034884	
上头	2072807	
三平	130523	
三年	25239175	
事前	2105181	
上情下达	1	
萨苏	120732	
世界顶级	972115	
深圳火车票	415064	
宋哲元	70223	
四百年	334674	
上大	1576858	
数字滤波器	40568	
所获	3261020	
熟菜	41072	
三帝	123803	
射手网	54637	
选民	1796223	
随身带	938623	
折椅	49454	
三师	168133	
事到	986229	
收回成命	1	
说来话长	352411	
伸舌头	213731	
上好	2261346	
说不过去	755749	
势力	13560875	
上她	1900216	
松紧	406132	
选煤厂	75600	
四时之气	1	
神灵	1741852	
史论	247176	
诗云子曰	1	
似懂非懂	1	
以渴服马	1	
四不象	119897	
神灯	500080	
霜行草宿	1	
缩衣节口	1	
诉不尽	61488	
收回	10863574	
上台阶	465535	
液压升降台	82315	
深圳交友	62086	
丝丝入扣	255272	
湿冷	177741	
售中	349928	
商品市场	611555	
双日	92865	
升调	59682	
上引起	155071	
算帐	1513399	
三心	307184	
双重性	105235	
湿两用	82563	
四十八年	67908	
说过的话	1026656	
骚翁墨客	1	
思政	142984	
野外工作	1	
瘦身汤	82407	
所困	682989	
以新	832898	
事发	3296113	
是不可能	76625	
斯特	8042619	
事变	1302674	
上一步	514515	
杀猪刀	102338	
以色列人	508748	
色窝窝	84151	
搜根剔齿	1	
生姜	1500781	
设置为	4606417	
嗓音	4304031	
什么都没	2008494	
省时	1017736	
时节	3351082	
神仙中人	1	
水碧山青	1	
三类人	119965	
随遇而安	567914	
失意	2377565	
三角洲部队	187147	
少帅	732843	
十二月	5580637	
社会青年	1	
信合	186855	
数黑论黄	1	
上声	117409	
溯水行舟	1	
视频短片	669718	
数人	1275869	
上士	901576	
上海热线	1159714	
死里	598598	
时来运旋	1	
以私害公	1	
沙星	965340	
以下内容	2815918	
折桂	323683	
兽药厂	49188	
以夜继昼	1	
水落石出	879902	
数亿	775783	
思文	119304	
遗芬剩馥	1	
首站	420452	
烧成灰	149325	
